30/11/2015,SPORTSDIRECT,-2
30/11/2015,THE GIFT MARKET,-2.99
30/11/2015,BHS 020,-1.6
30/11/2015,DEBENHAMS,-10
30/11/2015,EAT BLUEWATER,-9.56
30/11/2015,ALDI,-4.77
27/11/2015,TESCO STORES,-7.05
23/11/2015,ALDI,-1.73
23/11/2015,PRIMARK GRAVESEND,-5.5
23/11/2015,TESCO STORES,-2.29
23/11/2015,BHS,-8
23/11/2015,BURGER KING,-2.98
23/11/2015,DEBENHAMS,-2
19/11/2015,TESCO STORES,-3.4
17/11/2015,ALDI GRAVESEND,-4.88
13/11/2015,ALDI GRAVESEND,-3.95
12/11/2015,ALDI GRAVESEND,-2.62
