2016-01-27,ALDI GRAVESEND,-5.14
2016-01-25,ALDI GRAVESEND,-5.57
2016-01-25,BURGER KING GRAVESEND,-3.97
2016-01-25,CAFE ROUGE GREENHITHE,-2.95
2016-01-25,EAT BLUEWATER,-1.14
2016-01-18,THE BODY SHOP BLUEWATER PK,-3.00
2016-01-15,ALDI GRAVESEND,-14.85
2016-01-13,ASDA SUPERSTORE GRAVESEND,-6.68
2016-01-12,ALDI GRAVESEND,-2.54
2016-01-11,ALDI GRAVESEND,-2.46
2016-01-11,TESCO STORES 2577 KENT,-8.57
2016-01-11,BURGER KING GRAVESEND,-1.57
